grmd,md_name,tex_text
1171,"M39 METHYLOMONAS MEDIUM","\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.099}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.147}{g}
\mono{K$_2$SO$_4$}                                            {0.349}{g}
\mono{NaNO$_3$}                                               {0.17}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components thoroughly.  For preparation of solid medium, add 15.0 g/L agarose.  Autoclave and, after cooling to 60C, add the following solutions (autoclaved or *filter-sterilized):}

\mono{1.0 M KH$_2$PO$_4$ solution}                            {1.0}{ml}
\mono{Selenite-Tungstate solution* (see Medium No. [431])}   {1.0}{ml}
\mono{Trace element solution* (see below)}                    {1.0}{ml}
\mono{Vitamins solution* (see below)}                         {0.1}{ml}
\mono{0.2 M CeCl$_3$ solution*}                               {0.1}{ml}
\mono{1.0 M NaHCO$_3$ solution*}                              {3.0}{ml}
\chu{Adjust pH to 6.5 -- 7.0 with 0.2 N H$_2$SO$_4$ solution (autoclaved).  Cultivate under an air containing 10% (v/v) methane in gas tight flasks or jars leaving &#8805; 80% gas phase by volume.}

\chu{Trace element solution:}
\mono{EDTA$\cdot$Na$_2$}                                      {3.0}{g}
\mono{FeCl$_2$$\cdot$4H$_2$O}                                 {1.5}{g}
\mono{SL-6 trace element solution (see Medium No. [167])}     {1.0}{L}
\chu{Vitamins solution:}
\mono{Biotin}                                                 {0.1}{mg}
\mono{Folic acid}                                             {0.1}{mg}
\mono{Pyridoxine$\cdot$HCl}                                   {0.5}{mg}
\mono{Thiamine$\cdot$HCl}                                     {0.25}{mg}
\mono{Riboflavin}                                             {0.25}{mg}
\mono{Nicotinic acid}                                         {0.25}{mg}
\mono{Calcium pantothenate}                                   {0.25}{mg}
\mono{Vitamin B$_12$}                                         {0.05}{mg}
\mono{{\sfi p-}Aminobenzoic acid}                             {0.25}{mg}
\mono{Lipoic acid}                                            {0.25}{mg}
\mono{1,4-Naphthoquinone}                                     {0.2}{mg}
\mono{Nicotinamide}                                           {0.25}{mg}
\mono{Hemin}                                                  {0.05}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
1162,"NAS-02 MEDIUM","\mono{(NH$_4$)$_2$SO$_4$}                                     {0.2}{g}
\mono{KH$_2$PO$_4$}                                           {3.0}{g}
\mono{Modified Allen's trace metal solution(see Medium No. [1014])}  {1.0}{ml}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                         {2.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components thoroughly and adjust pH to 5.2.  Autoclave under a N$_2$-CO$_2$ (4:1, v/v) gas mixture.  After cooling, add the following solutions anaerobically and aseptically (autoclaved or *filter-sterilized and store under a N$_2$ atmosphere):}

\mono{5\% (w/v) MgSO$_4$$\cdot$7H$_2$O solution}             {10.0}{ml}
\mono{5\% (w/v) CaCl$_2$$\cdot$2H$_2$O solution}              {5.0}{ml}
\mono{Trace vitamins* (see Medium No. [197])}                {10.0}{ml}
\mono{10\% (w/v) Yeast extract solution}                       {5.0}{ml}
\mono{25 mM L-Cysteine$\cdot$HCl solution}                   {10.0}{ml}
\mono{130 mM FeCl$_2$ solution}                              {10.0}{ml}
     
"
1164,"MARINE AGAR 2216 WITH 1\% STARCH","\mono{Marine agar 2216 (see Medium No. [118])}                {1.0}{L}
\mono{Soluble starch}                                        {10.0}{g}
     
"
1165,"TRYPTICASE SOY BROTH AGAR WITH 2\% MgSO$_4$ AND 3\% NaCl","\mono{Trypticase soy broth (BD-BBL)}                         {30.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {20.0}{g}
\mono{NaCl}                                                  {30.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
     
"
1166,"DESULFOVIBRIO DECHLORACETIVORANS MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.25}{g}
\mono{K$_2$HPO$_4$}                                           {0.25}{g}
\mono{NH$_4$Cl}                                               {0.5}{g}
\mono{NaCl}                                                  {10.0}{g}
\mono{Na$_2$SO$_4$}                                           {2.8}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.5}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.005}{g}
\mono{Trace metal solution SL12 (see Medium No. [576])}       {1.0}{ml}
\mono{Sodium lactate}                                         {1.12}{g}
\mono{Selenite-tungstate solution (see Medium No. [431])}     {0.4}{ml}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components thoroughly, distribute the medium into culture vessels under a N$_2$--CO$_2$ (4:1, v/v) gas mixture, seal with butyl rubber stoppers and autoclave.  After cooling, aseptically and anaerobically add per liter the following solutions (autoclaved or *filter-sterilized):}

\mono{8\% NaHCO$_3$ solution*}                               {30.0}{ml}
\mono{Vitamin solution* (see Medium No. [556])}               {1.0}{ml}
\mono{5\% Na$_2$S$\cdot$9H$_2$O solution}                     {4.0}{ml}
\chu{Adjust pH to 7.1 -- 7.2, if necessary.}
     
"
1158,"GHIORSEA BIVORA MEDIUM","\mono{Artificial saltwater (see Medium No. [629])}            {1.0}{L}
\mono{Wolfe's mineral solution (see Medium No. [265])}       {1.0}{ml}
\mono{NaHCO$_3$}                                              {1.68}{g}
\chu{Mix components thoroughly.  Gas with N$_2$-CO$_2$ (4:1, v/v) to establish pH 6.5.  Dispense the medium in culture vessels (e.g., 20 ml in 30 ml serum bottles) under the same gas mixture, seal with butyl rubber stoppers and autoclave.  After cooling add per liter the following solution (filter-sterilized):}

\mono{Modified trace vitamins (see below)}                    {1.0}{ml}
\chu{Prior to inoculation, add filter-sterilized 5% H$_2$ and 5% air to the gas phase (by volume).  Incubate statically.  Replenish H$_2$ and air every two days.}

\chu{Modified trace vitamins:}
\mono{Biotin}                                                 {2.0}{mg}
\mono{Folic acid}                                             {2.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {10.0}{mg}
\mono{Thiamine$\cdot$HCl}                                     {5.0}{mg}
\mono{Riboflavin}                                             {5.0}{mg}
\mono{Nicotinic acid}                                         {5.0}{mg}
\mono{DL-Calcium pantothenate}                                {5.0}{mg}
\mono{Vitamin B$_12$}                                         {0.1}{mg}
\mono{{\sfi p}-Aminobenzoic acid}                             {5.0}{mg}
\mono{Lipoic acid}                                            {5.0}{mg}
\mono{KH$_2$PO$_4$}                                           {0.9}{g}
\mono{Distilled water}                                        {1.0}{L}
     
"
1160,"MOLLICUTES MZ-XQ MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.1}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {4.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {1.0}{g}
\mono{NH$_4$Cl}                                               {0.5}{g}
\mono{NaCl}                                                  {25.0}{g}
\mono{Yeast extract}                                          {1.0}{g}
\mono{Glucose}                                                {1.8}{g}
\mono{Trace vitamins solution (see Medium No. [284])}         {2.0}{ml}
\mono{Trace mineral solution (see Medium No. [852])}          {1.0}{ml}
\mono{Se/W solution(Medium No. [852])}                        {1.0}{ml}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components and adjust pH to 7.5.  Bring to a boil and cool down under a N$_2$-CO$_2$ (4:1, v/v) gas stream.  Distribute the medium into culture vessels (e.g., 20 ml medium in 60 ml serum bottles) under the same gas mixture, seal with butyl rubber stoppers and autoclave.  After cooling, aseptically and anaerobically add per liter the following solutions (autoclaved or *filter-sterilized):}

\mono{8\% NaHCO$_3$ solution*}                                {25.0}{ml}
\mono{5\% L-Cysteine$\cdot$HCl$\cdot$H$_2$O solution}          {6.0}{ml}
\mono{5\% Na$_2$S$\cdot$9H$_2$O solution}                      {6.0}{ml}
     
"
1161,"CYCLONATRUM PROTEILYTICUM MEDIUM","\mono{Na$_2$CO$_3$}                                          {35.0}{g}
\mono{NaHCO$_3$}                                             {25.0}{g}
\mono{K$_2$HPO$_4$}                                           {1.0}{g}
\chu{Add components to distilled water and bring volume to 1.0 L.  Adjust pH to
9.5 with HCl and autoclave.  After cooling, aseptically add per liter the following solutions (autoclaved or *filter-sterilized):}

\mono{1 M MgCl$_2$ solution}                                  {1.0}{ml}
\mono{Trace element solution (see Medium No. [1079])}         {1.0}{ml}
\mono{Trace vitamins* (see Medium No. [197])}                 {1.0}{ml}
\mono{10\% Tryptone solution}                                 {15.0}{ml}
\mono{1\% Yeast extract solution}                              {2.0}{ml}
     
"
1155,"DESULFOOBULBUS OLIGOTROPHICUS MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{K$_2$HPO$_4$}                                           {0.5}{g}
\mono{NH$_4$Cl}                                               {0.5}{g}
\mono{NaCl}                                                   {5.0}{g}
\mono{Na$_2$SO$_4$}                                           {2.84}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.3}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.05}{g}
\mono{KCl}                                                    {0.4}{g}
\mono{Trace element solution (see Medium No. [294])}          {1.0}{ml}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                      {955.0}{ml}
\chu{Mix components thoroughly, adjust pH to 7.6 with KOH and autoclave under a
N$_2$-CO$_2$ (4:1, v/v) gas mixture.  After cooling, add the following solutions (autoclaved or *filter-sterilized):}

\mono{8\% NaHCO$_3$ solution*}                                {25.0}{ml}
\mono{1 M Sodium propionate solution}                        {20.0}{ml}
\mono{Trace vitamins* (see Medium No. [197])}                 {1.0}{ml}
\chu{Aseptically and anaerobically distribute the medium into culture vessels (e.g., 20 ml medium in 60 ml serum bottles) under a N$_2$-CO$_2$ (4:1, v/v) gas mixture and seal with butyl rubber stoppers.  Then, add per liter the following solution (autoclaved and stored under N$_2$):

\mono{5\% Na$_2$S$\cdot$9H$_2$O solution}                      {8.0}{ml}
\chu{Readjust pH to 7.6, if necessary.}
     
"
1156,"INORGANIC SALTS-STARCH AGAR (ISP-4) WITH 5\% NaCl","\mono{Inorganic salts-starch agar (ISP-4) (see Medium No. [58])}  {1.0}{L}
\mono{NaCl}                                                  {50.0}{g}
     
"
1157,"DESULFONATRONUM PAR180 MEDIUM","\mono{NaCl}                                                   {5.0}{g}
\mono{KH$_2$PO$_4$}                                           {0.2}{g}
\mono{Na$_2$SO$_4$}                                           {4.0}{g}
\mono{Na$_2$CO$_3$}                                           {3.5}{g}
\mono{NH$_4$Cl}                                               {0.25}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.1}{g}
\mono{KCl}                                                    {0.2}{g}
\mono{Yeast extract}                                          {0.2}{g}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Fe-Ni-WO-Se solution (see Medium No. [1121])}           {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components thoroughly and adjust pH to 9.0.  Bring to a boil and cool under a N$_2$ gas stream.  Distribute the medium into culture vessels (e.g.,
10 ml of the medium in the Hungate tubes) under a N$_2$ atmosphere, seal with butyl rubber stoppers and autoclave.  After cooling, aseptically and anaerobically add per liter the following solutions (autoclaved or *filter-sterilized and stored under a N$_2$ atmosphere):}

\mono{Vitamin solution* (see below)}                          {1.0}{ml}
\mono{1 M Sodium lactate solution}                           {20.0}{ml}
\mono{5\% Na$_2$S$\cdot$9H$_2$O solution}                     {8.0}{ml}
\chu{Vitamin solution:}
\mono{Thiamine$\cdot$HCl}                                          {10.0}{mg}
\mono{Nicotinic acid}                                        {20.0}{mg}
\mono{DL-Calcium pantothenate}                                {5.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                        {50.0}{mg}
\mono{Biotin}                                                 {2.0}{mg}
\mono{{\sfi p}-Aminobenzoic acid}                            {10.0}{mg}
\mono{Vitamin B$_1$$_2$}                                     {20.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
1149,"METHANOMETHYLOPHILUS ALVI MEDIUM","\mono{KH$_2$PO$_4$}                                            {0.5}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                  {0.4}{g}
\mono{NaCl}                                                    {5.0}{g}
\mono{NH$_4$Cl}                                                {1.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                  {0.05}{g}
\mono{Sodium acetate$\cdot$3H$_2$O}                            {2.7}{g}
\mono{Yeast extract}                                           {2.0}{g}
\mono{Bacto peptone (BD-Difco)}                               { 2.0}{g}
\mono{Casamino acids}                                         { 2.0}{g}
\mono{Trypticase peptone}                                     { 2.0}{g}
\mono{Trace element solution (see Medium No. [439])}           {1.0}{ml}
\mono{L-Cysteine$\cdot$HCl$\cdot$H$_2$O}                       {0.5}{g}
\mono{Selenite-tungstate solution (see Medium No. [431])}      {1.0}{ml}
\mono{Resazurin}                                               {1.0}{mg}
\mono{Distilled water}                                       {980.0}{ml}
\chu{Mix components and adjust pH to 7.0.  Bring to a boil and cool down under a H$_2$-CO$_2$ (4:1, v/v) gas stream.  Distribute  the medium into culture vessels under the same gas mixture, seal with butyl rubber stoppers and autoclave.  After cooling, aseptically and anaerobically add per liter the following solutions (autoclaved or *filter-sterilized):}

\mono{8\% NaHCO$_3$ solution*}                                {20.0}{ml}
\mono{50\% (v/v) Methanol}                                    { 6.3}{ml}
\mono{5\% Na$_2$S$\cdot$9H$_2$O solution}                      {8.0}{ml}
\chu{Pressurize inoculated bottles to 100 kPa H$_2$-CO$_2$ (4:1, v/v).}

\chu{Comment:}
\chu{For cultivation of JCM 31474, it needs to add an cultural filtrate of {\sfi Eggerthella} sp.,
{\sfi Eggerthella lenta}  or rumen fluid in the medium. One example of the preparation of the
bacterial cultural filtrate is as follows: cultivate {\sfi Eggerthella lenta} JCM 9979 in the same
medium and filtrate the culture when it grows significantly (generally it takes two to
three days). It can be autoclaved to make sterile certainly. Then, add 10 to 30\% volume
of the culture filtrate in the growth medium.
     
"
