grmd,md_name,tex_text
341,"VY/2--ASW AGAR","\mono{Yeast cell paste (see below)}                           {5.0}{g}
\mono{Vitamin B$_1$$_2$}                                      {0.5}{mg}
\mono{Agar}                                                  {15.0}{g}
\mono{Artificial seawater}                                    {1.0}{L}
\chu{Adjust pH to 7.5. Autoclave at 120C for 20 min.
Separately sterilize vitamin B$_1$$_2$ by filtration, and aseptically add to
the medium.}
\chu{\sfi Yeast cell paste:}
\chu{Wash dried yeast (e.g., Yeast from {\sfi Saccharomyces cerevisiae} Type II, Sigma) with distilled water three times.}
     
"
348,\,"\mono{Proteose peptone (BD-Difco)}                               {7.5}{g}
\mono{Yeast extract (BD-Difco)}                                  {5.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {20.0}{g}
\mono{KCl}                                                    {2.0}{g}
\mono{NaCl}                                                 {250.0}{g}
\mono{Agar}                                                  {20.0}{g}
\chu{Add components to distilled water and bring volume to 1.0 L.}
\chu{Adjust pH to
7.4.}
     
"
349,"ANCYLOBACTER--SPIROSOMA MEDIUM","\mono{Peptone}                                                {1.0}{g}
\mono{Yeast extract}                                          {1.0}{g}
\mono{Glucose}                                                {1.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 6.8 -- 7.0.}
     
"
350,"THERMOCOCCUS MEDIUM (pH 6.0)","\mono{Thermococcus medium (see Medium No. [280])}             {1.0}{L}
\chu{After reduction of the medium, readjust pH to 6.0 with 1.0 N H$_2$SO$_4$.}
     
"
351,"INORGANIC SALTS--STARCH AGAR (ISP--4) WITH 10\% NaCl","\mono{Inorganic salts--starch agar (ISP--4) (see Medium No. [58])}     {1.0}{L}
\mono{NaCl}                                                 {100.0}{g}
     
"
352,"JT MEDIUM","\chu{Use Medium No. [330] with final 3 ml vitamin solution in solution A (per 900 ml).
Otherwise, prepare the medium as described in the recipe of Medium No. [330].}

\chu{Comment: For strain JCM 11824, incubate with a 10 -- 15\% inoculum.}
     
"
354,"MODIFIED SULFATE REDUCING BACTERIA MEDIUM","\mono{NaCl}                                                  {20.0}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                  {3.0}{g}
\mono{Na$_2$SO$_4$}                                           {4.0}{g}
\mono{KH$_2$PO$_4$}                                           {0.2}{g}
\mono{KCl}                                                    {0.5}{g}
\mono{NH$_4$Cl}                                               {0.25\hspace{-.5em}}{g}
\mono{PIPES}                                                  {3.46\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.15\hspace{-.5em}}{g}
\mono{Tryptone (BD-Difco)}                                    {0.5}{g}
\mono{Sodium acetate}                                         {0.166\hspace{-1.0em}}{g}
\mono{Na$_2$WO$_4$$\cdot$2H$_2$O}                             {2.0}{mg}
\mono{Na$_2$SeO$_4$}                                          {0.5}{mg}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{Vitamin B$_1$$_2$}                                      {0.05\hspace{-.5em}}{mg}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients, except Na$_2$S$\cdot$9H$_2$O, and adjust pH to 6.7 with HCl.  After
autoclaving under a N$_2$ atmosphere, distribute the medium into sterile
culture vessels (e.g., 20 ml of the medium in 120 ml serum bottles) under a
stream of H$_2$--CO$_2$ (4:1, v/v) gas mixture and seal with butyl rubber stoppers.
Neutralize 5\% Na$_2$S$\cdot$9H2O solution, and autoclave under a N$_2$ atmosphere.
Prior to inoculation, add the sterile Na$_2$S$\cdot$9H$_2$O solution to the medium.
Pressurize the inoculated vessels to 200 kPa H$_2$--CO$_2$ (4:1, v/v).}
     
"
347,"SME MEDIUM","\mono{Synthetic seawater (2 x, see Medium No. [244])}       {500.0}{ml}
\mono{KH$_2$PO$_4$}                                           {1.0}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.5}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.4}{g}
\mono{Sulfur (powder)}                                       {10.0}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Distilled water}                                      {500.0}{ml}
\chu{Mix ingredients, except yeast extract, sulfur and Na$_2$S$\cdot$9H$_2$O, and autoclave.   Separately autoclave 10\% (w/v) yeast extract solution, and 5\% 
Na$_2$S$\cdot$9H$_2$O solution under a N$_2$ atmosphere.  Steam sulfur for 3 hr on each of 3 successive days.  Distribute the medium 
into culture vessels (e.g., 20 ml of the medium in 120 ml serum bottles) containing sulfur under
a stream of H$_2$--CO$_2$ (4:1, v/v) gas mixture, add the yeast extract solution, and seal with butyl rubber
stoppers.  Prior to inoculation, add the sterile Na$_2$S$\cdot$9H$_2$O solution, and
adjust pH to 5.5 with sterile 1 N H$_2$SO$_4$.  Pressurize the inoculated bottles
to 200 kPa H$_2$--CO$_2$ (4:1, v/v) gas mixture.}
     
"
323,\,"\mono{Polypepton (Nihon Pharm. Co.)}                 {10.0}{g}
\mono{Yeast extract}                                          {2.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {1.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
     
"
324,"MMJY MEDIUM","\mono{NaCl}                                                  {30.0}{g}
\mono{K$_2$HPO$_4$}                                           {0.14\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {1.0}{g}
\mono{NaNO$_3$}                                               {0.8}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {3.4}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {4.18\hspace{-.5em}}{g}
\mono{KCl}                                                    {0.33\hspace{-.5em}}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                 {5.0}{mg}
\mono{Na$_2$SeO$_3$}                            {1.0}{mg}
\mono{Fe$_2$(SO$_4$)$_3$$\cdot${\sfi x}H$_2$O}                {0.05\hspace{-.5em}}{g}
\mono{H$_2$WO$_4$}                                            {5.0}{mg}
\mono{Trace mineral solution (see below)}                    {10.0}{ml}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{NaHCO$_3$}                                              {1.0}{g}
\mono{Yeast extract}                                          {1.0}{g}
\mono{Sodium acetate}                                         {0.4}{g}
\mono{Sulfur (powder)}                                       {30.0}{g}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients except Trace vitamins, NaHCO$_3$, 
sulfur and Na$_2$S$\cdot$9H$_2$O, adjust pH to 7.5 -- 8.0 and
 autoclave.  Filter--sterilize Trace vitamins and 5\%
NaHCO$_3$ solution and add to the medium.  Steam sulfur 
for 3 hr on each of 3 successive days.  Separately autoclave
 5\% Na$_2$S$\cdot$9H$_2$O solution under a N$_2$
atmosphere.  Distribute the medium into culture vessels 
containing appropriate amount of sulfur (e.g., 20 ml of 
medium in 120 ml serum bottles containing 0.6 g sulfur) 
under a stream of H$_2$--CO$_2$ (4:1, v/v) gas mixture and
seal with butyl rubber stoppers.  Aseptically and 
anaerobically add the sterile Na$_2$S solution.  Pressurize 
the inoculated bottle to 200 kPa H$_2$--CO$_2$ (4:1, v/v).} 
\chu{\sfi Trace mineral solution:}
\mono{Nitrilotriacetic acid}                                  {1.5}{g}
\mono{MnSO$_4$$\cdot${\sfi x}H$_2$O}                          {0.5}{g}
\mono{CoSO$_4$$\cdot$7H$_2$O}                                 {0.5}{g}
\mono{ZnSO$_4$$\cdot$7H$_2$O}                                 {0.18\hspace{-.5em}}{g}
\mono{CuSO$_4$$\cdot$5H$_2$O}                                 {0.01\hspace{-.5em}}{g}
\mono{AlK(SO$_4$)$_2$}                                        {0.02\hspace{-.5em}}{g}
\mono{H$_3$BO$_3$}                                            {0.01\hspace{-.5em}}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                            {0.01\hspace{-.5em}}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Dissolve nitrilotriacetic acid and adjust pH to 6.5
 with KOH\@.  Then proceed to add minerals.  Adjust final pH
 to 7.0.}
     
"
325,"MJ/ANHOX--NO$_3$ WITH THIOSULFATE MEDIUM","\mono{NH$_4$Cl}                                               {0.05\hspace{-.5em}}{g}
\mono{Na$_2$SiO$_3$}                                          {0.6}{g}
\mono{NaNO$_3$}                                               {0.85\hspace{-.5em}}{g}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                         {2.48\hspace{-.5em}}{g}
\mono{NaHCO$_3$}                                              {2.0}{g}
\mono{Trace vitamins (see Medium No. [197])}                  {1.0}{ml}
\mono{MJ(-N) synthetic seawater (see Medium No. [268])}    {100.0}{ml}
\mono{Distilled water}                                      {900.0}{ml}
\chu{Distribute medium into culture vessels (e.g., 20 ml
 of medium in 120 ml serum bottles) under a stream of
 H$_2$--CO$_2$ (4:1, v/v) gas mixture, seal with butyl rubber
 stoppers, and autoclave.  Adjust pH to 7.5, if necessary.
  Pressurize the inoculated bottles to 200 kPa H$_2$--CO$_2$ 
(4:1, v/v).}
     
"
326,"MEDIUM ''A'' FOR ALKALIPHILES","\mono{Glucose}                                               {10.0}{g}
\mono{Bacto peptone (BD-Difco)}                                  {5.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {5.0}{g}
\mono{KH$_2$PO$_4$}                                           {1.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.2}{g}
\mono{NaCl}                                                  {40.0}{g}
\mono{Na$_2$CO$_3$}                                          {10.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 9.6, if necessary.}
     
"
327,"RENIBACTERIUM KDM--2 MEDIUM","\mono{Bacto peptone (BD-Difco)}                                 {10.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.5}{g}
\mono{L--Cysteine$\cdot$HCl$\cdot$H$_2$O}                     {1.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                      {800.0}{ml}
\mono{Fetal bovine serum}                                   {200.0}{ml}
\chu{Dissolve peptone, yeast extract and cysteine in 800 ml
 of distilled water. Adjust pH to 6.5 with NaOH\@. Add agar and
 dissolve by heating. After autoclaving, cool to 45C and add serum.}
     
"
329,"HALOBIUS MEDIUM","\mono{Casamino acids, vitamin assay (BD-Difco)}                  {7.5}{g}
\mono{Yeast extract (BD-Difco)}                                 {10.0}{g}
\mono{Trisodium citrate$\cdot$2H$_2$O}                        {3.0}{g}
\mono{KCl}                                                    {2.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {20.0}{g}
\mono{NaCl}                                                 {116.0}{g}
\mono{FeCl$_2$$\cdot$4H$_2$O}                                {23.0}{mg}
\mono{Agar}                                                  {20.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 6.2.}
     
"
340,"MBM MEDIUM","\mono{NaNO$_3$}                                                {0.2}{g}
\mono{KH$_2$PO$_4$}                                            {0.2}{g}
\mono{NH$_4$Cl}                                                {0.2}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                  {0.4}{g}
\mono{KCl}                                                     {0.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                  {0.1}{g}
\mono{NaHCO$_3$}                                               {1.0}{g}
\mono{Distilled water}                                         {1.0}{L}
\chu{Mix components thoroughly and autoclave. After cooling, add the following solutions
(filter-sterilized):}

\mono{SL-4 trace element solution (see below)                  {2.0}{ml}
\mono{Trace vitamins (see Medium No. [197])}                  {10.0}{ml}
\chu{Aseptically, distribute the medium into culture vessels (e. g. 20 ml in 120 ml serum
bottles) under a stream of N$_2$-CO$_2$ (4:1, v/v), and seal with butyl rubber stoppers. Add
O$_2$ to make 1% (v/v) volume in the gas phase. Prior to inoculation, add per liter the
following solution (autoclaved and stored under a N$_2$ atmosphere):}

\mono{5% Na$_2$S$\cdot$9H$_2$O solution}                      {10.0}{ml}


\chu{{\sfi SL-4 trace element solution:} 
\mono{EDTA}{0.5} {g}
\mono{FeSO$_4$$\cdot$7H$_2$O}{0.2} {g}
\mono{SL-6 trace element solution (see Medium No. [167])}{100.0} {ml}
\mono{Distilled water}{900.0} {ml}
     
"
336,"PE MEDIUM (pH 6.8)","\mono{PE Medium (see Medium No. [303])}   {1.0}{L}
\chu{Adjust pH to 6.8.}

"
337,"PE MEDIUM (pH 7.2)","\mono{PE Medium (see Medium No. [303])}   {1.0}{L}
\chu{Adjust pH to 7.2.}

"
338,"PYROBACULUM CALIDIFONTIS MEDIUM","\mono{Tryptone (BD-Difco)}                                              {10.0}{g}
\mono{Yeast extract (BD-Difco)}                                          {1.0}{g}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                         {3.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0 with NaOH.}
     
"
339,"SD0 MEDIUM","\mono{NaCl}                                                 {100.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {3.45\hspace*{-.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {3.0}{g}
\mono{NH$_4$Cl}                                               {0.25\hspace*{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.14\hspace*{-.5em}}{g}
\mono{CaSO$_4$$\cdot$2H$_2$O}                                 {0.25\hspace*{-.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.14\hspace*{-.5em}}{g}
\mono{NaHCO$_3$}                                              {1.0}{g}
\mono{Trace minerals (see Medium No. [151])}                  {1.0}{ml}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{Yeast extract (BD-Difco)}                                  {0.1}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 6.0 with HCl.   Sterilize the medium by filtration.}
     
"
335,\,"\mono{K$_2$HPO$_4$}                                           {0.78\hspace{-.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.75\hspace{-.5em}}{g}
\mono{EDTA$\cdot$3Na}                                      {0.04\hspace{-.5em}}{g}
\mono{FeSO$_4$$\cdot$H$_2$O}                                  {0.01\hspace{-.5em}}{g}
\mono{MgSO$_4$$\cdot$H$_2$O}                                  {0.25\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$H$_2$O}                                  {0.03\hspace{-.5em}}{g}
\mono{NaCl}                                                   {0.2}{g}
\mono{NH$_4$Cl}                                              {27.0}{mg}
\mono{NaSO$_4$}                                               {2.8}{g}
\mono{Sodium acetate}                                         {0.16\hspace{-.5em}}{g}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{Trace element solution (see Medium No. [243])}         {10.0}{ml}
\mono{L--Cysteine$\cdot$HCl$\cdot$H$_2$O}                     {0.25\hspace{-.5em}}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 5.5.  Fill the gas phase with H$_2$--CO$_2$ (80:20).}
     
"
334,"YpSs AGAR","\mono{Soluble starch}{15.0}{g}
\mono{Yeast extract}{4.0}{g}
\mono{K$_2$HPO$_4$}{1.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}{0.5}{g}
\mono{Agar}{15.0}{g}
\mono{Distilled water}{1.0}{L}

"
333,"POTATO--SUCROSE AGAR","\mono{Potato}                                               {200.0}{g}
\mono{Sucrose}                                               {20.0}{g}
\mono{Agar}                                                  {20.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 5.6.}
\chu{Wash potatoes with tap water, peel and cut into 1 cm cubes.
  Rinse with tap water quickly and boil 200 g of potato cubes with 1.0 L
 of distilled water for 20 min.  Mash and squeeze through a muslin bag.
  Add agar and boil until melting.  Add sucrose and mix thoroughly.
  Make up to 1.0 L, adjust pH and autoclave for sterilization.}
     
"
332,"SYNTHETIC LOW NUTRIENT AGAR (SNA)","\mono{KH$_2$PO$_4$}                                           {1.0}{g}
\mono{KNO$_3$}                                                {1.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.5}{g}
\mono{KCl}                                                    {0.5}{g}
\mono{Glucose}                                                {0.2}{g}
\mono{Sucrose}                                                {0.2}{g}
\mono{Agar}                                                  {20.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
\chu{Where necessary, put a piece of sterilized filter 
paper (ca. 1 x 2 cm) or carnation leaf on the agar medium
 and incubate cultures under near-UV light for sporulation.}
     
"
330,"SPOROTOMACULUM MEDIUM","\chu{Use Medium No. [284] supplemented with final 0.2 g yeast extract in Solution A
(per 900 ml), and with 0.86 g crotonic acid in
Solution B (per 100 ml) instead of sodium pyruvate.  Otherwise, prepare the medium as described in the
recipe of Medium No. [284].}

\chu{Comment: For strain JCM 11495, incubate with a 2\% inoculum.}
     
"
317,\,"\mono{Glucose}                                                {2.2}{g}
\mono{Yeast extract (BD-Difco)}                                  {2.3}{g}
\mono{KH$_2$PO$_4$}                                           {0.14\hspace*{-.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.15\hspace*{-.5em}}{g}
\mono{NH$_4$Cl}                                               {0.54\hspace*{-.5em}}{g}
\mono{NaHCO$_3$}                                              {2.5}{g}
\mono{NaS$_2$$\cdot$9H$_2$O}                                  {0.3}{g}
\mono{L--Cysteine$\cdot$HCl$\cdot$H$_2$O}                     {0.3}{g}
\mono{Trace vitamins (see Medium No. [197])}                  {2.0}{ml}
\mono{Trace element solution (see below)}                     {1.0}{ml}
\mono{Se/W solution (see below)}                              {1.0}{ml}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi Trace element solution:}
\mono{Nitrilotriacetic acid}                                 {12.8}{g}
\mono{FeCl$_3$$\cdot$6H$_2$O}                                 {1.35\hspace{-.5em}}{g}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                 {0.1}{g}
\mono{CoCl$_2$$\cdot$6H$_2$O}                                 {0.024\hspace{-1.0em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.1}{g}
\mono{ZnCl$_2$}                                               {0.1}{g}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                 {0.025\hspace{-1.0em}}{g}
\mono{H$_3$BO$_3$}                                            {0.01\hspace{-.5em}}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                            {0.024\hspace{-1.0em}}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                 {0.12\hspace{-.5em}}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{First dissolve nitrilotriacetic acid in 200 ml of distilled
 water and adjust pH to 6.5 with KOH\@. Then, add the remaining
 salts and fill up to 1.0 L. Readjust pH to 7.0 with KOH\@.}
\chu{\sfi Se/W solution:}
\mono{Na$_2$SeO$_3$}                                          {4.0}{mg}
\mono{Na$_2$WO$_4$$\cdot$2H$_2$O}                             {4.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
321,"2 x YT MEDIUM","\mono{Tryptone (BD-Difco)}                                      {16.0}{g}
\mono{Yeast extract (BD-Difco)}                                 {10.0}{g}
\mono{NaCl}                                                   {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.4 with NaOH.}
     
"
322,"THERMOVIBRIO RUBRUM MEDIUM","\mono{Synthetic seawater (2 x, see Medium No. [244])}        {500.0}{ml}
\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.25\hspace{-.5em}}{g}
\mono{KNO$_3$}                                                {1.0}{g}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                      {500.0}{ml}
\chu{Mix ingredients, except KNO$_3$ and Na$_2$S$\cdot$9H$_2$O,
 adjust pH to 6.5 -- 7.0 with H$_2$SO$_4$, and autoclave under a
 N$_2$ atmosphere.  Separately autoclave 10\% KNO$_3$
solution under a N$_2$ atmosphere.  Neutralize 5\%
 Na$_2$S$\cdot$9H$_2$O solution, and autoclave under a N$_2$
 atmosphere.  Distribute the medium into culture vessels
(e.g., 20 ml of the medium in 120 ml serum bottles) under a
 stream of H$_2$--CO$_2$ (4:1, v/v) gas mixture and seal with
 butyl rubber stoppers.  Prior to inoculation, add the sterile
 KNO$_3$ and Na$_2$S$\cdot$9H$_2$O solutions, and readjust pH,
if necessary.  Pressurize the inoculated bottles to 200 kPa H$_2$--CO$_2$ (4:1, v/v) gas mixture.}
     
"
312,\,"\chu{Use the Medium No. [310] without KSCN solution. Aseptically add 20.0
ml of 2 M Na$_2$S$_2$O$_3$ solution (filter--sterilized) and 10.0 ml of 1 M KNO$_3$ solution
(filter--sterilized) to the medium (1.0 L).}
     
"
314,\,"\mono{Na$_2$CO$_3$}                                          {90.0}{g}
\mono{NaHCO$_3$}                                             {20.0}{g}
\mono{NaCl}                                                  {12.0}{g}
\mono{2 M Na$_2$S$_2$O$_3$ solution}                         {20.0}{ml}
\mono{1 M KNO$_3$ solution}                                   {5.0}{ml}
\mono{20\% MgCl$_2$$\cdot$6H$_2$O solution}                    {1.0}{ml}
\mono{Trace elements solution (see Medium No. [310])}         {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Filter--sterilize Na$_2$S$_2$O$_3$ solution and KNO$_3$ 
solution, and separately autoclave Trace elements solution and
 MgCl$_2$$\cdot$6H$_2$O solution. Aseptically add Na$_2$S$_2$O$_3$
 solution, KNO$_3$ solution, Trace elements solution and
MgCl$_2$$\cdot$6H$_2$O solution to the medium.}
     
"
315,\,"\mono{K$_2$HPO$_4$}                                           {0.78\hspace{-.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.75\hspace{-.5em}}{g}
\mono{EDTA$\cdot$3Na}                                         {0.04\hspace{-.5em}}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                 {0.01\hspace{-.5em}}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.25\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.03\hspace{-.5em}}{g}
\mono{NaCl}                                                   {0.2}{g}
\mono{NH$_4$Cl}                                               {0.5}{g}
\mono{Glucose}                                                {0.5}{g}
\mono{Yeast extract (BD-Difco)}                               {0.5}{g}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                         {1.24\hspace{-.5em}}{g}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{Trace mineral solution (see Medium No. [197])}         {10.0}{ml}
\mono{NaHCO$_3$}                                              {5.0}{g}
\mono{L--Cysteine$\cdot$HCl$\cdot$H$_2$O}                     {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients except cysteine$\cdot$HCl$\cdot$H$_2$O, NaHCO$_3$ and Trace vitamins, and autoclave under a  N$_2$--CO$_2$ (80:20) 
atmosphere. Filter--sterilize NaHCO$_3$  as a 10\% solution and
 Trace vitamins while gassing with CO$_2$. Separately
autoclave L--cysteine$\cdot$HCl$\cdot$H$_2$O as a 5\% solution under
 a CO$_2$ atmosphere. Aseptically and anaerobically add NaHCO$_3$
 and Trace vitamins to the medium under a N$_2$--CO$_2$ (80:20)
 atmosphere. Prior to inoculation, add the sterile
L--cysteine$\cdot$HCl$\cdot$H$_2$O solution.}
     
"
316,"THERMOCRINIS ALBUS MEDIUM","\mono{NaCl}                                                  {256.0}{mg}
\mono{KH$_2$PO$_4$}                                            {1.7}{mg}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                  {0.8}{mg}
\mono{H$_3$BO$_3$}                                            {10.3}{mg}
\mono{Na$_2$SO$_4$}                                           {23.0}{mg}
\mono{NaNO$_3$}                                                {0.3}{mg}
\mono{KCl}                                                    {15.0}{mg}
\mono{FeCl$_3$$\cdot$6H$_2$O}                                  {0.1}{mg}
\mono{MnSO$_4$$\cdot${\sfi x}H$_2$O}                           {0.006\hspace{-1.0em}}{mg}
\mono{Trace minerals (see Medium No. [151])}                  {10.0}{ml}
\mono{(NH$_4$)$_2$Ni(SO$_4$)$_2$$\cdot$6H$_2$O}                {2.0}{mg}
\mono{Na$_2$WO$_4$$\cdot$2H$_2$O}                              {0.1}{mg}
\mono{Na$_2$SeO$_4$}                                           {0.1}{mg}
\mono{NaHCO$_3$}                                               {1.0}{g}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                          {1.0}{g}
\mono{Distilled water}                                         {1.0}{L}
\chu{Mix ingredients except Na$_2$S$_2$O$_3$$\cdot$5H$_2$O,
 distribute the medium to culture vessels under a N$_2$
 gas atmosphere, and seal with butyl rubber stoppers.
Autoclave and stand the culture vessels overnight.  Add filter--sterilized 10\% Na$_2$S$_2$O$_3$$\cdot$5H$_2$O solution
 and adjust pH to 7.0 with 1 N H$_2$SO$_4$.  Replace the
gas phase with a N$_2$--O$_2$--H$_2$ (96:1:3, v/v) gas mixture,
 and pressurized the inoculated bottles to 200 kPa.}
     
"
311,\,"\chu{Use the Medium No. [310] without KSCN solution. Aseptically add 20.0
ml of 2 M Na$_2$S$_2$O$_3$ solution (filter--sterilized) and 5.0 ml of 1 M NH$_4$Cl solution
(filter--sterilized) to the medium (1.0 L).}
     
"
305,"METHANOSARCINA BALTICA MEDIUM","\chu{Use Medium No. [265] supplemented with 0.05\% (final) methanol.
Replace the gas phase with a N$_2$--CO$_2$ (4:1, v/v) gas 
mixture and pressurize to 100 kPa.}
"
306,"HALOALKALIPHILE MEDIUM","\mono{Yeast extract (BD-Difco)}                                  {2.0}{g}
\mono{Casamino acids (BD-Difco)}                                 {2.0}{g}
\mono{Sodium glutamate}                                       {1.0}{g}
\mono{Trisodium citrate}                                      {3.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.1}{g}
\mono{CaSO$_4$$\cdot$2H$_2$O}                                 {0.1}{g}
\mono{KCl}                                                    {1.0}{g}
\mono{NaCl}                                                 {200.0}{g}
\mono{Na$_2$CO$_3$}                                           {8.0}{g}
\chu{Add components except Na$_2$CO$_3$ to distilled water
 and bring volume to 900 ml.  Adjust pH to 6.5 and autoclave.
 Dissolve Na$_2$CO$_3$ in 100 ml distilled water and autoclave
 separately.  Aseptically add the sterile Na$_2$CO$_3$
 solution to the medium.  Check final pH to be 9.0 -- 9.5.}
     
"
309,"PYROBACULUM ARSENATICUM MEDIUM","\chu{Use Medium No. [184] without sulfur, and supplement with
 2.0 g/L (final) Na$_2$S$_2$O$_3$.}
\chu{Adjust pH to 6.8.}
     
"
